Lead ID,Lead Type,Status,Date,Source,Medium
114916771,Phone Call,Unique,2023-10-30T14:06:53-04:00,bing,cpc
114916339,Phone Call,Unique,2023-10-30T14:04:25-04:00,bing,cpc
114911018,Phone Call,Unique,2023-10-30T13:34:33-04:00,google,cpc
114874903,Phone Call,Unique,2023-10-30T10:17:36-04:00,bing,cpc
114779519,Web Form,Unique,2023-10-28T11:37:02-04:00,google,cpc
114775613,Web Form,Unique,2023-10-28T10:38:16-04:00,google,cpc
114745187,Web Form,Unique,2023-10-27T17:10:46-04:00,google,cpc
114715310,Phone Call,Unique,2023-10-27T13:08:56-04:00,google,cpc
114698538,Phone Call,Unique,2023-10-27T11:10:29-04:00,google,cpc
114667305,Web Form,Unique,2023-10-26T22:59:43-04:00,bing,cpc
114661572,Phone Call,Unique,2023-10-26T19:50:21-04:00,bing,cpc
114657634,Phone Call,Unique,2023-10-26T18:41:14-04:00,google,cpc
114640725,Phone Call,Unique,2023-10-26T15:49:43-04:00,bing,cpc
114638657,Phone Call,Unique,2023-10-26T15:34:46-04:00,google,cpc
114630557,Phone Call,Unique,2023-10-26T14:37:19-04:00,google,cpc
114609829,Phone Call,Unique,2023-10-26T12:09:29-04:00,google,cpc
114602709,Phone Call,Unique,2023-10-26T11:21:44-04:00,google,cpc
114596045,Phone Call,Unique,2023-10-26T10:34:49-04:00,google,cpc
114591683,Phone Call,Unique,2023-10-26T10:03:50-04:00,bing,cpc
114553832,Web Form,Unique,2023-10-25T17:40:42-04:00,google,cpc
114534616,Phone Call,Unique,2023-10-25T15:07:35-04:00,bing,cpc
114515105,Phone Call,Unique,2023-10-25T12:53:21-04:00,google,cpc
114501840,Phone Call,Unique,2023-10-25T11:25:38-04:00,google,cpc
114496993,Phone Call,Unique,2023-10-25T10:54:36-04:00,google,cpc
114495443,Phone Call,Unique,2023-10-25T10:44:01-04:00,google,cpc
114456607,Web Form,Unique,2023-10-24T18:51:37-04:00,google,cpc
114450883,Phone Call,Unique,2023-10-24T17:38:32-04:00,google,cpc
114437971,Phone Call,Unique,2023-10-24T15:53:33-04:00,google,cpc
114412183,Phone Call,Unique,2023-10-24T12:58:59-04:00,bing,cpc
114397530,Phone Call,Unique,2023-10-24T11:27:46-04:00,bing,cpc
114385366,Web Form,Unique,2023-10-24T10:08:48-04:00,google,cpc
114327938,Phone Call,Unique,2023-10-23T15:40:00-04:00,bing,cpc
114292370,Web Form,Unique,2023-10-23T12:12:19-04:00,google,cpc
114276830,Phone Call,Unique,2023-10-23T10:46:03-04:00,google,cpc
114210932,Web Form,Unique,2023-10-22T08:20:14-04:00,google,cpc
114166690,Phone Call,Unique,2023-10-21T08:42:49-04:00,google,cpc
114103258,Web Form,Unique,2023-10-20T11:56:08-04:00,google,cpc
114017149,Phone Call,Unique,2023-10-19T13:16:55-04:00,google,cpc
114001718,Phone Call,Unique,2023-10-19T11:32:34-04:00,bing,cpc
113938288,Phone Call,Unique,2023-10-18T16:03:54-04:00,google,cpc
113925753,Phone Call,Unique,2023-10-18T14:43:37-04:00,bing,cpc
113881167,Web Form,Unique,2023-10-18T09:43:54-04:00,google,cpc
113865747,Web Form,Unique,2023-10-18T04:47:56-04:00,bing,cpc
113847333,Web Form,Unique,2023-10-17T18:11:26-04:00,google,cpc
113847283,Phone Call,Unique,2023-10-17T18:10:54-04:00,google,cpc
113809364,Web Form,Unique,2023-10-17T13:24:33-04:00,google,cpc
113801988,Web Form,Unique,2023-10-17T12:36:10-04:00,google,cpc
113750867,Web Form,Unique,2023-10-16T22:20:31-04:00,bing,cpc
113745034,Phone Call,Unique,2023-10-16T19:43:06-04:00,google,cpc
113731447,Phone Call,Unique,2023-10-16T17:00:31-04:00,google,cpc
113696883,Phone Call,Unique,2023-10-16T13:25:18-04:00,google,cpc
113665719,Web Form,Unique,2023-10-16T10:29:27-04:00,google,cpc
113618811,Web Form,Unique,2023-10-15T14:58:02-04:00,google,cpc
113582601,Web Form,Unique,2023-10-14T15:37:54-04:00,google,cpc
113575625,Phone Call,Unique,2023-10-14T13:26:30-04:00,bing,cpc
113567847,Phone Call,Unique,2023-10-14T11:18:42-04:00,google,cpc
113559968,Phone Call,Unique,2023-10-14T08:55:09-04:00,google,cpc
113548885,Web Form,Unique,2023-10-13T22:23:57-04:00,google,cpc
113532322,Phone Call,Unique,2023-10-13T16:35:11-04:00,google,cpc
113522377,Phone Call,Unique,2023-10-13T15:10:47-04:00,google,cpc
113451338,Web Form,Unique,2023-10-12T18:53:07-04:00,google,cpc
113442591,Phone Call,Unique,2023-10-12T17:05:05-04:00,bing,cpc
113420010,Phone Call,Unique,2023-10-12T14:13:24-04:00,bing,cpc
113378216,Phone Call,Unique,2023-10-12T09:07:07-04:00,google,cpc
113342370,Phone Call,Unique,2023-10-11T16:52:41-04:00,google,cpc
113326233,Phone Call,Unique,2023-10-11T14:52:05-04:00,google,cpc
113269215,Web Form,Unique,2023-10-11T06:51:16-04:00,google,cpc
113268831,Web Form,Unique,2023-10-11T06:35:54-04:00,google,cpc
113209082,Web Form,Unique,2023-10-10T13:19:36-04:00,google,cpc
113207274,Web Form,Unique,2023-10-10T13:07:22-04:00,google,cpc
113194189,Web Form,Unique,2023-10-10T11:47:14-04:00,bing,cpc
113190443,Phone Call,Unique,2023-10-10T11:26:02-04:00,bing,cpc
113188983,Phone Call,Unique,2023-10-10T11:17:04-04:00,bing,cpc
113188505,Web Form,Unique,2023-10-10T11:14:17-04:00,google,cpc
113180929,Phone Call,Unique,2023-10-10T10:26:52-04:00,google,cpc
113178603,Web Form,Unique,2023-10-10T10:11:00-04:00,google,cpc
113127957,Phone Call,Unique,2023-10-09T16:55:07-04:00,bing,cpc
113104758,Web Form,Unique,2023-10-09T14:13:07-04:00,bing,cpc
113098678,Phone Call,Unique,2023-10-09T13:34:50-04:00,bing,cpc
113060786,Phone Call,Unique,2023-10-09T09:39:49-04:00,bing,cpc
113024330,Phone Call,Unique,2023-10-08T15:29:25-04:00,google,cpc
112934871,Web Form,Unique,2023-10-06T16:07:39-04:00,google,cpc
112925466,Web Form,Unique,2023-10-06T14:50:32-04:00,google,cpc
112906662,Phone Call,Unique,2023-10-06T12:28:35-04:00,google,cpc
112852151,Web Form,Unique,2023-10-05T18:05:48-04:00,google,cpc
112836157,Phone Call,Unique,2023-10-05T15:42:14-04:00,google,cpc
112722686,Phone Call,Unique,2023-10-04T14:04:59-04:00,google,cpc
112712766,Phone Call,Unique,2023-10-04T12:57:42-04:00,google,cpc
112639293,Phone Call,Unique,2023-10-03T16:38:02-04:00,google,cpc
112624237,Phone Call,Unique,2023-10-03T14:56:06-04:00,google,cpc
112551126,Web Form,Unique,2023-10-02T21:37:01-04:00,google,cpc
112537905,Web Form,Unique,2023-10-02T17:45:48-04:00,google,cpc
112532564,Phone Call,Unique,2023-10-02T16:58:10-04:00,google,cpc
112491961,Phone Call,Unique,2023-10-02T12:58:39-04:00,google,cpc
112467799,Web Form,Unique,2023-10-02T10:44:17-04:00,google,cpc
112451323,Phone Call,Unique,2023-10-02T09:03:28-04:00,google,cpc
112424211,Phone Call,Unique,2023-10-01T17:51:32-04:00,google,cpc
112424139,Phone Call,Unique,2023-10-01T17:49:45-04:00,google,cpc
112380242,Phone Call,Unique,2023-09-30T15:35:23-04:00,google,cpc
112332575,Phone Call,Unique,2023-09-29T17:21:55-04:00,bing,cpc
112318791,Phone Call,Unique,2023-09-29T15:16:19-04:00,google,cpc
112303667,Phone Call,Unique,2023-09-29T13:21:30-04:00,bing,cpc
112242076,Web Form,Unique,2023-09-28T18:17:15-04:00,bing,cpc
112236232,Phone Call,Unique,2023-09-28T17:10:52-04:00,google,cpc
112221106,Web Form,Unique,2023-09-28T15:08:34-04:00,google,cpc
112218384,Phone Call,Unique,2023-09-28T14:47:54-04:00,google,cpc
112182699,Web Form,Unique,2023-09-28T10:38:42-04:00,google,cpc
112139048,Phone Call,Unique,2023-09-27T17:37:21-04:00,google,cpc
112112086,Phone Call,Unique,2023-09-27T14:12:49-04:00,bing,cpc
112094101,Phone Call,Unique,2023-09-27T12:10:34-04:00,bing,cpc
111990896,Phone Call,Unique,2023-09-26T12:35:19-04:00,google,cpc
111920008,Phone Call,Unique,2023-09-25T16:50:49-04:00,google,cpc
111912149,Phone Call,Unique,2023-09-25T15:57:17-04:00,google,cpc
111900245,Web Form,Unique,2023-09-25T14:43:01-04:00,google,cpc
111899154,Phone Call,Unique,2023-09-25T14:36:04-04:00,google,cpc
111889815,Phone Call,Unique,2023-09-25T13:39:45-04:00,google,cpc
111885433,Web Form,Unique,2023-09-25T13:13:50-04:00,google,cpc
111860966,Phone Call,Unique,2023-09-25T10:57:23-04:00,bing,cpc
111816369,Web Form,Unique,2023-09-24T19:06:48-04:00,google,cpc
111768083,Phone Call,Unique,2023-09-23T15:15:48-04:00,google,cpc
111745812,Web Form,Unique,2023-09-23T08:52:31-04:00,google,cpc
111730072,Phone Call,Unique,2023-09-22T19:48:44-04:00,google,cpc
111671011,Web Form,Unique,2023-09-22T10:44:54-04:00,google,cpc
111663780,Phone Call,Unique,2023-09-22T09:48:25-04:00,google,cpc
111635475,Phone Call,Unique,2023-09-21T19:33:43-04:00,google,cpc
111622033,Phone Call,Unique,2023-09-21T16:45:44-04:00,bing,cpc
111606077,Web Form,Unique,2023-09-21T14:43:57-04:00,google,cpc
111596092,Phone Call,Unique,2023-09-21T13:32:19-04:00,bing,cpc
111591170,Phone Call,Unique,2023-09-21T12:57:16-04:00,google,cpc
111562743,Phone Call,Unique,2023-09-21T09:43:07-04:00,google,cpc
111534669,Web Form,Unique,2023-09-20T20:22:08-04:00,bing,cpc
111508674,Phone Call,Unique,2023-09-20T15:34:15-04:00,google,cpc
111486823,Phone Call,Unique,2023-09-20T13:02:51-04:00,google,cpc
111410365,Phone Call,Unique,2023-09-19T16:39:56-04:00,google,cpc
111404497,Phone Call,Unique,2023-09-19T15:56:44-04:00,google,cpc
111371617,Web Form,Unique,2023-09-19T12:21:07-04:00,google,cpc
111351081,Phone Call,Unique,2023-09-19T10:11:17-04:00,google,cpc
111316463,Web Form,Unique,2023-09-18T19:34:48-04:00,google,cpc
111283191,Web Form,Unique,2023-09-18T14:56:46-04:00,google,cpc
111278485,Phone Call,Unique,2023-09-18T14:28:24-04:00,google,cpc
111254550,Phone Call,Unique,2023-09-18T12:10:40-04:00,google,cpc
111251512,Phone Call,Unique,2023-09-18T11:54:06-04:00,bing,cpc
111242728,Phone Call,Unique,2023-09-18T11:07:14-04:00,bing,cpc
111208450,Web Form,Unique,2023-09-18T04:31:44-04:00,bing,cpc
111189834,Phone Call,Unique,2023-09-17T16:15:08-04:00,google,cpc
111189221,Web Form,Unique,2023-09-17T16:00:31-04:00,google,cpc
111166806,Web Form,Unique,2023-09-17T05:08:36-04:00,google,cpc
111163924,Web Form,Unique,2023-09-17T01:11:10-04:00,bing,cpc
111096525,Phone Call,Unique,2023-09-15T17:01:10-04:00,google,cpc
111078274,Phone Call,Unique,2023-09-15T14:29:15-04:00,google,cpc
111067344,Phone Call,Unique,2023-09-15T13:06:48-04:00,bing,cpc
111064337,Phone Call,Unique,2023-09-15T12:44:49-04:00,google,cpc
111004201,Phone Call,Unique,2023-09-14T17:45:32-04:00,google,cpc
110988950,Phone Call,Unique,2023-09-14T15:36:32-04:00,bing,cpc
110936435,Web Form,Unique,2023-09-14T09:40:37-04:00,google,cpc
110875583,Phone Call,Unique,2023-09-13T14:50:06-04:00,google,cpc
110868714,Phone Call,Unique,2023-09-13T14:05:12-04:00,google,cpc
110868200,Phone Call,Unique,2023-09-13T14:01:48-04:00,bing,cpc
110867370,Phone Call,Unique,2023-09-13T13:56:00-04:00,google,cpc
110863784,Phone Call,Unique,2023-09-13T13:30:53-04:00,google,cpc
110795266,Phone Call,Unique,2023-09-12T18:51:27-04:00,google,cpc
110791858,Web Form,Unique,2023-09-12T18:07:23-04:00,google,cpc
110786794,Phone Call,Unique,2023-09-12T17:15:23-04:00,bing,cpc
110766708,Phone Call,Unique,2023-09-12T14:51:28-04:00,google,cpc
110748882,Web Form,Unique,2023-09-12T12:57:57-04:00,google,cpc
110743353,Phone Call,Unique,2023-09-12T12:24:13-04:00,google,cpc
110690677,Web Form,Unique,2023-09-11T21:44:31-04:00,google,cpc
110632680,Phone Call,Unique,2023-09-11T13:03:15-04:00,google,cpc
110618172,Phone Call,Unique,2023-09-11T11:41:49-04:00,google,cpc
110612578,Phone Call,Unique,2023-09-11T11:12:21-04:00,google,cpc
110516100,Web Form,Unique,2023-09-09T16:44:57-04:00,google,cpc
110511519,Phone Call,Unique,2023-09-09T15:14:16-04:00,google,cpc
110506015,Web Form,Unique,2023-09-09T13:41:40-04:00,google,cpc
110486360,Web Form,Unique,2023-09-09T08:36:57-04:00,google,cpc
110430786,Phone Call,Unique,2023-09-08T13:35:18-04:00,google,cpc
110367667,Web Form,Unique,2023-09-07T19:21:31-04:00,google,cpc
110345854,Phone Call,Unique,2023-09-07T15:43:42-04:00,bing,cpc
110289482,Phone Call,Unique,2023-09-07T09:18:03-04:00,google,cpc
110231713,Phone Call,Unique,2023-09-06T15:09:41-04:00,google,cpc
110216141,Web Form,Unique,2023-09-06T13:29:04-04:00,google,cpc
110213222,Web Form,Unique,2023-09-06T13:10:47-04:00,bing,cpc
110112385,Phone Call,Unique,2023-09-05T14:42:37-04:00,google,cpc
110096500,Phone Call,Unique,2023-09-05T13:13:39-04:00,google,cpc
110093790,Phone Call,Unique,2023-09-05T12:59:18-04:00,google,cpc
110092935,Phone Call,Unique,2023-09-05T12:54:30-04:00,google,cpc
110091624,Phone Call,Unique,2023-09-05T12:47:25-04:00,google,cpc
110080333,Phone Call,Unique,2023-09-05T11:48:18-04:00,google,cpc
110051966,Phone Call,Unique,2023-09-05T09:13:17-04:00,google,cpc
109980629,Phone Call,Unique,2023-09-04T07:34:57-04:00,google,cpc
109918780,Web Form,Unique,2023-09-02T16:20:34-04:00,google,cpc
109917834,Phone Call,Unique,2023-09-02T16:01:54-04:00,google,cpc
109895080,Web Form,Unique,2023-09-02T09:24:08-04:00,google,cpc
109850533,Phone Call,Unique,2023-09-01T14:30:39-04:00,google,cpc
109757765,Phone Call,Unique,2023-08-31T15:03:58-04:00,google,cpc
109755206,Web Form,Unique,2023-08-31T14:45:36-04:00,google,cpc
109651357,Web Form,Unique,2023-08-30T14:28:37-04:00,bing,cpc
109633709,Phone Call,Unique,2023-08-30T12:22:39-04:00,google,cpc
109610817,Phone Call,Unique,2023-08-30T09:40:11-04:00,google,cpc
109562434,Phone Call,Unique,2023-08-29T16:05:14-04:00,google,cpc
109520928,Phone Call,Unique,2023-08-29T11:27:29-04:00,google,cpc
109518918,Phone Call,Unique,2023-08-29T11:15:04-04:00,google,cpc
109474113,Web Form,Unique,2023-08-28T19:15:53-04:00,google,cpc
109465552,Phone Call,Unique,2023-08-28T17:30:29-04:00,google,cpc
109450140,Phone Call,Unique,2023-08-28T15:35:12-04:00,bing,cpc
109432425,Web Form,Unique,2023-08-28T13:44:44-04:00,google,cpc
109430806,Phone Call,Unique,2023-08-28T13:34:11-04:00,google,cpc
109427378,Phone Call,Unique,2023-08-28T13:12:44-04:00,google,cpc
109362142,Web Form,Unique,2023-08-27T17:56:46-04:00,google,cpc
109355755,Web Form,Unique,2023-08-27T15:08:43-04:00,google,cpc
