Lead ID,Lead Type,Status,Date,Source,Medium
158071705,Phone Call,Unique,2024-12-21T13:16:17-05:00,google,cpc
158068359,Web Form,Unique,2024-12-21T12:37:52-05:00,google,cpc
158041067,Web Form,Unique,2024-12-21T00:03:16-05:00,bing,cpc
157992313,Web Form,Unique,2024-12-20T13:46:07-05:00,google,cpc
157969838,Web Form,Unique,2024-12-20T11:34:56-05:00,google,cpc
157940541,Web Form,Unique,2024-12-20T07:35:00-05:00,google,cpc
157860262,Web Form,Unique,2024-12-19T12:13:23-05:00,google,cpc
157857712,Web Form,Unique,2024-12-19T11:59:51-05:00,google,cpc
157856763,Web Form,Unique,2024-12-19T11:54:38-05:00,google,cpc
157854235,Web Form,Unique,2024-12-19T11:40:38-05:00,google,cpc
157850862,Web Form,Unique,2024-12-19T11:22:22-05:00,google,cpc
157849651,Web Form,Unique,2024-12-19T11:15:13-05:00,google,cpc
157837769,Web Form,Unique,2024-12-19T10:05:47-05:00,google,cpc
157836138,Phone Call,Unique,2024-12-19T09:55:26-05:00,google,cpc
157816293,Web Form,Unique,2024-12-19T04:34:06-05:00,google,cpc
157805993,Web Form,Unique,2024-12-18T20:57:00-05:00,google,cpc
157803939,Web Form,Unique,2024-12-18T20:08:39-05:00,google,cpc
157800739,Web Form,Unique,2024-12-18T19:09:34-05:00,google,cpc
157752746,Web Form,Unique,2024-12-18T13:35:52-05:00,bing,cpc
157746464,Web Form,Unique,2024-12-18T13:01:54-05:00,google,cpc
157679418,Web Form,Unique,2024-12-17T21:20:55-05:00,google,cpc
157650617,Phone Call,Unique,2024-12-17T16:04:06-05:00,google,cpc
157621191,Phone Call,Unique,2024-12-17T13:30:16-05:00,google,cpc
157594483,Phone Call,Unique,2024-12-17T11:21:56-05:00,google,cpc
157571126,Web Form,Unique,2024-12-17T09:15:33-05:00,google,cpc
157503016,Phone Call,Unique,2024-12-16T15:16:03-05:00,google,cpc
157485822,Phone Call,Unique,2024-12-16T13:57:38-05:00,google,cpc
157482382,Phone Call,Unique,2024-12-16T13:41:38-05:00,google,cpc
157472548,Web Form,Unique,2024-12-16T12:56:28-05:00,google,cpc
157427612,Phone Call,Unique,2024-12-16T09:39:33-05:00,google,cpc
157427293,Web Form,Unique,2024-12-16T09:37:50-05:00,google,cpc
157358687,Web Form,Unique,2024-12-15T09:05:02-05:00,google,cpc
157355765,Web Form,Unique,2024-12-15T07:33:11-05:00,google,cpc
157309167,Web Form,Unique,2024-12-14T10:48:34-05:00,google,cpc
157287220,Web Form,Unique,2024-12-13T21:51:12-05:00,bing,cpc
157268747,Web Form,Unique,2024-12-13T16:52:49-05:00,google,cpc
157265744,Phone Call,Unique,2024-12-13T16:32:03-05:00,google,cpc
157252936,Phone Call,Unique,2024-12-13T15:09:51-05:00,google,cpc
157247749,Phone Call,Unique,2024-12-13T14:39:45-05:00,google,cpc
157237277,Phone Call,Unique,2024-12-13T13:39:30-05:00,bing,cpc
157225402,Web Form,Unique,2024-12-13T12:31:59-05:00,google,cpc
157143226,Phone Call,Unique,2024-12-12T17:51:21-05:00,bing,cpc
157096195,Web Form,Unique,2024-12-12T14:07:37-05:00,google,cpc
157082134,Web Form,Unique,2024-12-12T12:50:45-05:00,google,cpc
157068480,Web Form,Unique,2024-12-12T11:42:19-05:00,google,cpc
157067904,Web Form,Unique,2024-12-12T11:39:31-05:00,google,cpc
157050609,Phone Call,Unique,2024-12-12T10:09:15-05:00,bing,cpc
157046170,Web Form,Unique,2024-12-12T09:44:28-05:00,google,cpc
157018738,Web Form,Unique,2024-12-11T23:39:45-05:00,google,cpc
157003394,Phone Call,Unique,2024-12-11T18:16:12-05:00,google,cpc
156994133,Phone Call,Unique,2024-12-11T16:58:18-05:00,google,cpc
156941169,Web Form,Unique,2024-12-11T12:08:48-05:00,google,cpc
156874603,Web Form,Unique,2024-12-10T19:18:53-05:00,google,cpc
156837693,Phone Call,Unique,2024-12-10T14:53:22-05:00,google,cpc
156834243,Phone Call,Unique,2024-12-10T14:35:02-05:00,google,cpc
156803752,Web Form,Unique,2024-12-10T11:59:45-05:00,bing,cpc
156779890,Web Form,Unique,2024-12-10T10:00:21-05:00,google,cpc
156778393,Web Form,Unique,2024-12-10T09:51:41-05:00,google,cpc
156748582,Web Form,Unique,2024-12-09T22:15:50-05:00,google,cpc
156741743,Web Form,Unique,2024-12-09T19:32:08-05:00,google,cpc
156707049,Web Form,Unique,2024-12-09T15:31:50-05:00,google,cpc
156694425,Web Form,Unique,2024-12-09T14:40:49-05:00,google,cpc
156684575,Web Form,Unique,2024-12-09T13:55:47-05:00,google,cpc
156640408,Phone Call,Unique,2024-12-09T10:43:53-05:00,google,cpc
156626507,Web Form,Unique,2024-12-09T09:40:36-05:00,google,cpc
156625859,Phone Call,Unique,2024-12-09T09:37:18-05:00,google,cpc
156623380,Phone Call,Unique,2024-12-09T09:25:20-05:00,google,cpc
156619543,Web Form,Unique,2024-12-09T09:04:37-05:00,google,cpc
156614388,Web Form,Unique,2024-12-09T08:27:00-05:00,google,cpc
156542372,Web Form,Unique,2024-12-07T18:51:13-05:00,google,cpc
156533307,Web Form,Unique,2024-12-07T15:51:08-05:00,google,cpc
156525403,Web Form,Unique,2024-12-07T14:02:13-05:00,google,cpc
156522215,Web Form,Unique,2024-12-07T13:20:47-05:00,google,cpc
156515568,Web Form,Unique,2024-12-07T12:00:30-05:00,google,cpc
156505035,Web Form,Unique,2024-12-07T09:56:12-05:00,google,cpc
156470473,Phone Call,Unique,2024-12-06T17:12:49-05:00,google,cpc
156419455,Web Form,Unique,2024-12-06T12:15:57-05:00,google,cpc
156418580,Phone Call,Unique,2024-12-06T12:11:28-05:00,google,cpc
156388818,Web Form,Unique,2024-12-06T09:30:00-05:00,google,cpc
156381005,Web Form,Unique,2024-12-06T08:27:19-05:00,google,cpc
156363732,Web Form,Unique,2024-12-05T22:50:29-05:00,bing,cpc
156342592,Phone Call,Unique,2024-12-05T17:09:32-05:00,google,cpc
156296959,Web Form,Unique,2024-12-05T13:00:22-05:00,google,cpc
156277089,Web Form,Unique,2024-12-05T11:24:17-05:00,google,cpc
156221170,Web Form,Unique,2024-12-04T19:56:35-05:00,google,cpc
156213763,Web Form,Unique,2024-12-04T18:15:42-05:00,facebook,cpc
156200733,Phone Call,Unique,2024-12-04T16:37:15-05:00,google,cpc
156192857,Phone Call,Unique,2024-12-04T15:54:07-05:00,google,cpc
156181532,Phone Call,Unique,2024-12-04T14:53:17-05:00,google,cpc
156156415,Web Form,Unique,2024-12-04T12:47:36-05:00,google,cpc
156146011,Phone Call,Unique,2024-12-04T11:56:52-05:00,google,cpc
156131998,Phone Call,Unique,2024-12-04T10:51:42-05:00,google,cpc
156124833,Phone Call,Unique,2024-12-04T10:16:47-05:00,bing,cpc
156098207,Web Form,Unique,2024-12-04T05:10:40-05:00,google,cpc
156085428,Web Form,Unique,2024-12-03T20:34:50-05:00,google,cpc
156063643,Web Form,Unique,2024-12-03T16:42:47-05:00,google,cpc
156060294,Web Form,Unique,2024-12-03T16:24:50-05:00,google,cpc
156035864,Phone Call,Unique,2024-12-03T14:24:30-05:00,google,cpc
156029447,Phone Call,Unique,2024-12-03T13:54:54-05:00,google,cpc
155930704,Web Form,Unique,2024-12-02T18:57:27-05:00,bing,cpc
155871872,Web Form,Unique,2024-12-02T13:46:07-05:00,google,cpc
155868822,Web Form,Unique,2024-12-02T13:33:15-05:00,bing,cpc
155849510,Phone Call,Unique,2024-12-02T12:18:59-05:00,google,cpc
155840438,Web Form,Unique,2024-12-02T11:45:15-05:00,google,cpc
155774637,Web Form,Unique,2024-12-02T02:22:28-05:00,bing,cpc
155770976,Web Form,Unique,2024-12-01T23:14:11-05:00,google,cpc
155757211,Web Form,Unique,2024-12-01T17:18:38-05:00,google,cpc
155741316,Web Form,Unique,2024-12-01T12:45:44-05:00,google,cpc
155713080,Web Form,Unique,2024-11-30T20:34:01-05:00,google,cpc
155663344,Web Form,Unique,2024-11-30T08:03:55-05:00,bing,cpc
155640608,Web Form,Unique,2024-11-29T17:46:58-05:00,bing,cpc
155636066,Web Form,Unique,2024-11-29T16:53:28-05:00,bing,cpc
155618763,Phone Call,Unique,2024-11-29T14:23:54-05:00,google,cpc
155590713,Web Form,Unique,2024-11-29T11:07:08-05:00,google,cpc
155525340,Web Form,Unique,2024-11-28T11:05:11-05:00,google,cpc
155499701,Web Form,Unique,2024-11-27T21:00:36-05:00,bing,cpc
155483354,Phone Call,Unique,2024-11-27T16:53:49-05:00,google,cpc
155426341,Web Form,Unique,2024-11-27T11:01:03-05:00,google,cpc
155395543,Web Form,Unique,2024-11-27T05:45:14-05:00,google,cpc
155356235,Phone Call,Unique,2024-11-26T16:09:56-05:00,bing,cpc
155334584,Web Form,Unique,2024-11-26T14:10:21-05:00,google,cpc
155325505,Web Form,Unique,2024-11-26T13:23:00-05:00,google,cpc
155279096,Web Form,Unique,2024-11-26T09:20:08-05:00,google,cpc
155247129,Web Form,Unique,2024-11-25T19:44:33-05:00,bing,cpc
155242967,Phone Call,Unique,2024-11-25T18:43:21-05:00,bing,cpc
155223707,Phone Call,Unique,2024-11-25T16:18:51-05:00,google,cpc
155185481,Web Form,Unique,2024-11-25T13:16:53-05:00,google,cpc
155181349,Phone Call,Unique,2024-11-25T12:59:01-05:00,google,cpc
155174589,Web Form,Unique,2024-11-25T12:28:52-05:00,google,cpc
155164919,Phone Call,Unique,2024-11-25T11:48:12-05:00,google,cpc
155153453,Web Form,Unique,2024-11-25T11:01:21-05:00,bing,cpc
155082807,Web Form,Unique,2024-11-24T14:30:59-05:00,google,cpc
155041403,Web Form,Unique,2024-11-23T16:22:02-05:00,google,cpc
155022583,Phone Call,Unique,2024-11-23T12:09:18-05:00,google,cpc
154962386,Web Form,Unique,2024-11-22T15:38:19-05:00,google,cpc
154961846,Phone Call,Unique,2024-11-22T15:35:01-05:00,google,cpc
154948638,Web Form,Unique,2024-11-22T14:21:42-05:00,google,cpc
154906699,Web Form,Unique,2024-11-22T10:42:29-05:00,google,cpc
154852759,Web Form,Unique,2024-11-21T17:51:54-05:00,bing,cpc
154846135,Web Form,Unique,2024-11-21T16:58:48-05:00,google,cpc
154835864,Phone Call,Unique,2024-11-21T15:59:36-05:00,google,cpc
154797251,Phone Call,Unique,2024-11-21T12:37:41-05:00,google,cpc
154755641,Web Form,Unique,2024-11-21T09:02:56-05:00,google,cpc
154746645,Web Form,Unique,2024-11-21T07:13:50-05:00,google,cpc
154740611,Web Form,Unique,2024-11-21T04:27:49-05:00,google,cpc
154731158,Web Form,Unique,2024-11-20T21:32:12-05:00,google,cpc
154724233,Web Form,Unique,2024-11-20T19:10:49-05:00,google,cpc
154709785,Phone Call,Unique,2024-11-20T16:59:56-05:00,google,cpc
154683026,Web Form,Unique,2024-11-20T14:40:04-05:00,google,cpc
154673976,Phone Call,Unique,2024-11-20T13:55:13-05:00,google,cpc
154620408,Phone Call,Unique,2024-11-20T09:31:26-05:00,google,cpc
154573876,Phone Call,Unique,2024-11-19T17:30:32-05:00,bing,cpc
154565838,Phone Call,Unique,2024-11-19T16:35:45-05:00,google,cpc
154520499,Web Form,Unique,2024-11-19T12:49:37-05:00,google,cpc
154488370,Web Form,Unique,2024-11-19T10:21:20-05:00,google,cpc
154473908,Phone Call,Unique,2024-11-19T09:01:43-05:00,google,cpc
154442272,Web Form,Unique,2024-11-18T19:40:02-05:00,google,cpc
154386388,Phone Call,Unique,2024-11-18T14:00:26-05:00,google,cpc
154375787,Web Form,Unique,2024-11-18T13:15:47-05:00,google,cpc
154359656,Web Form,Unique,2024-11-18T12:10:30-05:00,google,cpc
154359128,Phone Call,Unique,2024-11-18T12:08:29-05:00,google,cpc
154348353,Web Form,Unique,2024-11-18T11:25:40-05:00,google,cpc
154347442,Web Form,Unique,2024-11-18T11:22:05-05:00,google,cpc
154336055,Web Form,Unique,2024-11-18T10:36:52-05:00,google,cpc
154330745,Web Form,Unique,2024-11-18T10:14:46-05:00,google,cpc
154329472,Web Form,Unique,2024-11-18T10:09:41-05:00,bing,cpc
154327851,Phone Call,Unique,2024-11-18T10:02:39-05:00,google,cpc
154309042,Phone Call,Unique,2024-11-18T08:19:26-05:00,google,cpc
154306894,Web Form,Unique,2024-11-18T08:00:42-05:00,google,cpc
154305760,Web Form,Unique,2024-11-18T07:44:58-05:00,google,cpc
154272310,Web Form,Unique,2024-11-17T15:46:06-05:00,google,cpc
154263578,Web Form,Unique,2024-11-17T13:18:49-05:00,google,cpc
154260074,Web Form,Unique,2024-11-17T12:25:28-05:00,google,cpc
154258500,Phone Call,Unique,2024-11-17T12:00:26-05:00,google,cpc
154247629,Web Form,Unique,2024-11-17T08:09:13-05:00,google,cpc
154213719,Web Form,Unique,2024-11-16T13:48:51-05:00,bing,cpc
154210295,Web Form,Unique,2024-11-16T13:06:49-05:00,google,cpc
154132541,Phone Call,Unique,2024-11-15T14:28:22-05:00,google,cpc
154105397,Web Form,Unique,2024-11-15T12:04:43-05:00,google,cpc
154104157,Web Form,Unique,2024-11-15T11:58:29-05:00,google,cpc
154102533,Web Form,Unique,2024-11-15T11:50:37-05:00,google,cpc
154087344,Web Form,Unique,2024-11-15T10:31:23-05:00,google,cpc
154086608,Web Form,Unique,2024-11-15T10:27:42-05:00,google,cpc
154084375,Web Form,Unique,2024-11-15T10:15:40-05:00,google,cpc
154080399,Web Form,Unique,2024-11-15T09:53:47-05:00,google,cpc
154078554,Web Form,Unique,2024-11-15T09:42:56-05:00,google,cpc
154053207,Web Form,Unique,2024-11-15T00:21:17-05:00,google,cpc
154045249,Web Form,Unique,2024-11-14T20:08:07-05:00,google,cpc
154041103,Web Form,Unique,2024-11-14T18:57:22-05:00,google,cpc
154031977,Web Form,Unique,2024-11-14T17:23:38-05:00,google,cpc
153955531,Web Form,Unique,2024-11-14T10:50:03-05:00,google,cpc
153931422,Web Form,Unique,2024-11-14T08:13:39-05:00,google,cpc
153891800,Phone Call,Unique,2024-11-13T16:58:55-05:00,google,cpc
153888098,Phone Call,Unique,2024-11-13T16:36:02-05:00,google,cpc
153885428,Web Form,Unique,2024-11-13T16:21:23-05:00,google,cpc
153883386,Web Form,Unique,2024-11-13T16:10:45-05:00,google,cpc
153865047,Web Form,Unique,2024-11-13T14:37:32-05:00,google,cpc
153850828,Web Form,Unique,2024-11-13T13:27:01-05:00,google,cpc
153848543,Web Form,Unique,2024-11-13T13:15:40-05:00,google,cpc
153838673,Web Form,Unique,2024-11-13T12:28:53-05:00,google,cpc
153836339,Web Form,Unique,2024-11-13T12:17:53-05:00,google,cpc
153836086,Phone Call,Unique,2024-11-13T12:16:46-05:00,google,cpc
153833632,Web Form,Unique,2024-11-13T12:05:02-05:00,google,cpc
153829210,Phone Call,Unique,2024-11-13T11:45:10-05:00,google,cpc
153824602,Phone Call,Unique,2024-11-13T11:26:11-05:00,google,cpc
153801866,Web Form,Unique,2024-11-13T09:34:14-05:00,google,cpc
153795064,Web Form,Unique,2024-11-13T08:49:56-05:00,google,cpc
153784396,Web Form,Unique,2024-11-13T06:03:35-05:00,google,cpc
153748519,Web Form,Unique,2024-11-12T16:54:38-05:00,google,cpc
153714114,Web Form,Unique,2024-11-12T14:06:53-05:00,google,cpc
153710532,Web Form,Unique,2024-11-12T13:50:05-05:00,google,cpc
153698422,Phone Call,Unique,2024-11-12T12:54:24-05:00,google,cpc
153674137,Phone Call,Unique,2024-11-12T11:08:10-05:00,google,cpc
153662301,Phone Call,Unique,2024-11-12T10:14:39-05:00,google,cpc
153618584,Web Form,Unique,2024-11-11T20:00:53-05:00,google,cpc
153610094,Web Form,Unique,2024-11-11T18:03:12-05:00,google,cpc
153601352,Web Form,Unique,2024-11-11T16:53:32-05:00,google,cpc
153599040,Web Form,Unique,2024-11-11T16:40:19-05:00,google,cpc
153583218,Web Form,Unique,2024-11-11T15:15:07-05:00,google,cpc
153568905,Phone Call,Unique,2024-11-11T14:04:51-05:00,google,cpc
153555249,Web Form,Unique,2024-11-11T12:59:27-05:00,google,cpc
153548205,Web Form,Unique,2024-11-11T12:26:54-05:00,google,cpc
153533466,Web Form,Unique,2024-11-11T11:22:45-05:00,google,cpc
153519019,Web Form,Unique,2024-11-11T10:21:27-05:00,google,cpc
153516591,Web Form,Unique,2024-11-11T10:10:47-05:00,google,cpc
153514192,Web Form,Unique,2024-11-11T10:00:41-05:00,google,cpc
153512082,Web Form,Unique,2024-11-11T09:50:25-05:00,bing,cpc
153463993,Web Form,Unique,2024-11-10T16:30:04-05:00,bing,cpc
153445048,Web Form,Unique,2024-11-10T10:45:47-05:00,google,cpc
153433388,Web Form,Unique,2024-11-10T03:39:30-05:00,google,cpc
153422227,Web Form,Unique,2024-11-09T18:55:32-05:00,google,cpc
153422084,Web Form,Unique,2024-11-09T18:50:38-05:00,google,cpc
153419493,Web Form,Unique,2024-11-09T17:51:24-05:00,google,cpc
153393837,Web Form,Unique,2024-11-09T11:43:29-05:00,facebook,cpc
153391638,Web Form,Unique,2024-11-09T11:17:46-05:00,google,cpc
153389424,Web Form,Unique,2024-11-09T10:51:41-05:00,google,cpc
153381386,Web Form,Unique,2024-11-09T09:02:10-05:00,google,cpc
153380254,Web Form,Unique,2024-11-09T08:41:36-05:00,google,cpc
153364790,Web Form,Unique,2024-11-08T20:59:09-05:00,google,cpc
153364287,Web Form,Unique,2024-11-08T20:45:47-05:00,google,cpc
153358788,Web Form,Unique,2024-11-08T18:49:28-05:00,google,cpc
153348613,Web Form,Unique,2024-11-08T17:00:05-05:00,google,cpc
153339609,Phone Call,Unique,2024-11-08T15:59:12-05:00,google,cpc
153339545,Web Form,Unique,2024-11-08T15:58:47-05:00,google,cpc
153339535,Web Form,Unique,2024-11-08T15:58:42-05:00,google,cpc
153257263,Web Form,Unique,2024-11-08T08:04:37-05:00,google,cpc
153222761,Web Form,Unique,2024-11-07T17:26:57-05:00,google,cpc
153172849,Phone Call,Unique,2024-11-07T12:44:03-05:00,google,cpc
153140528,Web Form,Unique,2024-11-07T10:03:54-05:00,bing,cpc
153139386,Phone Call,Unique,2024-11-07T09:57:44-05:00,google,cpc
153132558,Web Form,Unique,2024-11-07T09:16:28-05:00,google,cpc
153071609,Web Form,Unique,2024-11-06T15:33:10-05:00,google,cpc
153064281,Phone Call,Unique,2024-11-06T14:54:24-05:00,google,cpc
153057639,Phone Call,Unique,2024-11-06T14:19:06-05:00,google,cpc
153042547,Phone Call,Unique,2024-11-06T12:59:03-05:00,google,cpc
153040488,Web Form,Unique,2024-11-06T12:48:27-05:00,google,cpc
153032617,Phone Call,Unique,2024-11-06T12:07:51-05:00,google,cpc
153019562,Web Form,Unique,2024-11-06T11:04:25-05:00,google,cpc
153006244,Web Form,Unique,2024-11-06T09:52:22-05:00,google,cpc
153000895,Web Form,Unique,2024-11-06T09:18:51-05:00,google,cpc
152994501,Web Form,Unique,2024-11-06T08:28:40-05:00,google,cpc
152989509,Web Form,Unique,2024-11-06T07:13:19-05:00,google,cpc
152979963,Web Form,Unique,2024-11-06T01:47:21-05:00,google,cpc
152978747,Web Form,Unique,2024-11-06T00:31:21-05:00,google,cpc
152978289,Web Form,Unique,2024-11-06T00:06:29-05:00,google,cpc
152976308,Web Form,Unique,2024-11-05T22:29:33-05:00,bing,cpc
152957621,Web Form,Unique,2024-11-05T17:07:42-05:00,bing,cpc
152950551,Web Form,Unique,2024-11-05T16:21:59-05:00,google,cpc
152942625,Web Form,Unique,2024-11-05T15:36:31-05:00,google,cpc
152904833,Phone Call,Unique,2024-11-05T12:19:03-05:00,google,cpc
152904649,Web Form,Unique,2024-11-05T12:18:12-05:00,google,cpc
152878370,Web Form,Unique,2024-11-05T10:13:38-05:00,google,cpc
152872913,Web Form,Unique,2024-11-05T09:44:55-05:00,google,cpc
152866900,Phone Call,Unique,2024-11-05T09:09:35-05:00,google,cpc
152825123,Web Form,Unique,2024-11-04T17:38:29-05:00,google,cpc
152819062,Phone Call,Unique,2024-11-04T16:56:46-05:00,google,cpc
152770291,Web Form,Unique,2024-11-04T13:11:11-05:00,google,cpc
152768524,Web Form,Unique,2024-11-04T13:03:57-05:00,google,cpc
152748568,Phone Call,Unique,2024-11-04T11:42:00-05:00,google,cpc
152741296,Web Form,Unique,2024-11-04T11:13:27-05:00,google,cpc
152737759,Web Form,Unique,2024-11-04T10:59:52-05:00,google,cpc
152704966,Web Form,Unique,2024-11-04T08:28:54-05:00,google,cpc
152695313,Web Form,Unique,2024-11-04T06:14:58-05:00,google,cpc
152667158,Web Form,Unique,2024-11-03T15:52:06-05:00,google,cpc
152652448,Web Form,Unique,2024-11-03T11:32:52-05:00,google,cpc
152634609,Web Form,Unique,2024-11-02T23:55:31-04:00,google,cpc
152634416,Web Form,Unique,2024-11-02T23:44:14-04:00,google,cpc
152629586,Web Form,Unique,2024-11-02T20:16:00-04:00,google,cpc
152610485,Phone Call,Unique,2024-11-02T14:18:04-04:00,google,cpc
152584683,Web Form,Unique,2024-11-02T08:43:55-04:00,google,cpc
152580307,Web Form,Unique,2024-11-02T06:14:06-04:00,google,cpc
152560243,Web Form,Unique,2024-11-01T18:08:40-04:00,google,cpc
152537511,Phone Call,Unique,2024-11-01T15:23:31-04:00,google,cpc
152536756,Phone Call,Unique,2024-11-01T15:18:59-04:00,google,cpc
152520465,Web Form,Unique,2024-11-01T13:45:45-04:00,google,cpc
152515590,Web Form,Unique,2024-11-01T13:18:27-04:00,google,cpc
152448569,Phone Call,Unique,2024-10-31T19:39:53-04:00,google,cpc
152371643,Phone Call,Unique,2024-10-31T10:55:35-04:00,google,cpc
152314875,Web Form,Unique,2024-10-30T17:08:03-04:00,google,cpc
152290575,Phone Call,Unique,2024-10-30T15:04:07-04:00,google,cpc
152270121,Web Form,Unique,2024-10-30T14:04:01-04:00,google,cpc
152266564,Web Form,Unique,2024-10-30T13:54:42-04:00,google,cpc
152263336,Phone Call,Unique,2024-10-30T13:46:23-04:00,google,cpc
152135424,Phone Call,Unique,2024-10-29T15:14:06-04:00,google,cpc
152084675,Web Form,Unique,2024-10-29T11:09:25-04:00,google,cpc
152064300,Web Form,Unique,2024-10-29T09:19:12-04:00,google,cpc
152060672,Web Form,Unique,2024-10-29T08:51:30-04:00,google,cpc
152038045,Web Form,Unique,2024-10-28T21:09:06-04:00,google,cpc
152033351,Web Form,Unique,2024-10-28T19:38:34-04:00,google,cpc
152028211,Web Form,Unique,2024-10-28T18:43:20-04:00,google,cpc
152003393,Web Form,Unique,2024-10-28T15:55:26-04:00,bing,cpc
151998899,Phone Call,Unique,2024-10-28T15:33:50-04:00,google,cpc
151981668,Phone Call,Unique,2024-10-28T14:13:03-04:00,google,cpc
151941209,Web Form,Unique,2024-10-28T11:20:42-04:00,google,cpc
151939658,Web Form,Unique,2024-10-28T11:14:19-04:00,google,cpc
151918812,Phone Call,Unique,2024-10-28T09:41:47-04:00,bing,cpc
151904787,Web Form,Unique,2024-10-28T08:06:28-04:00,google,cpc
151887426,Web Form,Unique,2024-10-27T23:09:17-04:00,google,cpc
151885818,Web Form,Unique,2024-10-27T22:03:00-04:00,google,cpc
151861256,Phone Call,Unique,2024-10-27T12:27:06-04:00,google,cpc
151857389,Web Form,Unique,2024-10-27T11:13:22-04:00,google,cpc
151838003,Web Form,Unique,2024-10-26T19:52:36-04:00,google,cpc
151836990,Web Form,Unique,2024-10-26T19:23:49-04:00,google,cpc
151831038,Web Form,Unique,2024-10-26T16:56:19-04:00,google,cpc
151817377,Web Form,Unique,2024-10-26T13:19:39-04:00,google,cpc
151816891,Web Form,Unique,2024-10-26T13:13:00-04:00,google,cpc
151812098,Phone Call,Unique,2024-10-26T12:09:08-04:00,google,cpc
151809053,Web Form,Unique,2024-10-26T11:31:53-04:00,google,cpc
151806945,Web Form,Unique,2024-10-26T11:03:18-04:00,google,cpc
151806128,Web Form,Unique,2024-10-26T10:52:56-04:00,google,cpc
151763090,Phone Call,Unique,2024-10-25T16:15:25-04:00,google,cpc
151761251,Web Form,Unique,2024-10-25T16:03:00-04:00,google,cpc
151757827,Phone Call,Unique,2024-10-25T15:41:37-04:00,google,cpc
151724020,Phone Call,Unique,2024-10-25T12:22:33-04:00,google,cpc
151710995,Web Form,Unique,2024-10-25T11:15:24-04:00,google,cpc
